On the Definition of Microservice Bad Smells,https://ieeexplore.ieee.org/abstract/document/8354414/
Microservices Antipatterns and Pitfalls,https://www.oreilly.com/library/view/microservices-antipatterns-and/9781492042716/ch01.html
Exploiting load testing and profiling for Performance Antipattern Detection,https://www.sciencedirect.com/science/article/abs/pii/S0950584917302276
The Sisyphus database retrieval software performance antipattern,https://dl.acm.org/citation.cfm?id=584372
A catalogue of OWL ontology antipatterns,https://dl.acm.org/citation.cfm?id=1597784
Detecting anti-patterns in Java EE runtime system model,https://dl.acm.org/citation.cfm?id=2430496
Co-Occurrence of Design Patterns and Bad Smells in Software Systems: An Exploratory Study,https://dl.acm.org/citation.cfm?id=2814114
"Do bad smells indicate ""trouble"" in code?",https://dl.acm.org/citation.cfm?id=1390831
Perspectives on automated correction of bad smells,https://dl.acm.org/citation.cfm?id=1595827
A systematic literature mapping on the relationship between design patterns and bad smells,https://dl.acm.org/citation.cfm?id=3167295
Architectural bad smells in software product lines: an exploratory study,https://dl.acm.org/citation.cfm?id=2578237
A review-based comparative study of bad smell detection tools,https://dl.acm.org/citation.cfm?id=2915984
Applying software metric thresholds for detection of bad smells,https://dl.acm.org/citation.cfm?id=3134268
Detecting bad smells in source code using change history information,https://dl.acm.org/citation.cfm?id=3107692
Effectiveness of encapsulation and object-oriented metrics to refactor code and identify error prone classes using bad smells,https://dl.acm.org/citation.cfm?id=2020994
"A Unified Treatment of Horizontal Direct Investment, Vertical Direct Investment, and the Pattern of Trade in Goods and Services",https://www.nber.org/papers/w5696
Use pattern of maternal health services and determinants of skilled care during delivery in Southern Tanzania: implications for achievement of MDG-5 targets,https://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/1471-2393-7-29
Processing pipeline in a base services pattern environment,https://scholar.google.de/scholar?hl=de&as_sdt=0%2C5&q=pattern+services&btnG=
Abstraction factory in a base services pattern environment,https://patentimages.storage.googleapis.com/e8/d3/1d/b26324c2e22764/US6615199.pdf
Pattern-Based Translation of BPMN Process Models to BPEL Web Services,http://eprints.qut.edu.au/6810/1/6810.pdf
Regular pattern of preventive dental services—A measure of access,https://ac.els-cdn.com/027795369290239M/1-s2.0-027795369290239M-main.pdf?_tid=0e8d98c4-cdd2-4caa-ad71-3261184021bd&acdnat=1544885945_2320dfa191e4e43fe4ab5ae5bb03b803
Patients with and without intellectual disability seeking outpatient psychiatric services: diagnoses and prescribing pattern,https://onlinelibrary.wiley.com/doi/epdf/10.1046/j.1365-2788.2003.00463.x
Service Configurator A Pattern for Dynamic Configuration of Services,http://static.usenix.org/publications/library/proceedings/coots97/full_papers/jain/jain.pdf
A Service Pattern Model for Flexible Service Composition,https://ieeexplore.ieee.org/document/6257929
RE2SEP: A Two-Phases Pattern-based Paradigm for Software Service Engineering,https://ieeexplore.ieee.org/document/8036723
An Approach for Mining Web Service Composition Patterns from Execution Logs,https://ieeexplore.ieee.org/document/5552713
Automatic Business Process Pattern Matching for Enterprise Services Design,https://ieeexplore.ieee.org/document/5305978
Aggregate QoS Estimation of Service Compositions - An Analysis of Pattern-Oriented Approaches,https://ieeexplore.ieee.org/document/6903291
Service Recommendation Using Customer Similarity and Service Usage Pattern,https://ieeexplore.ieee.org/document/7195596
Service Pattern: An Integrated Business Process Model for Modern Service Industry,https://ieeexplore.ieee.org/document/7387773
A Pattern-Based Design Approach for Subscription Management of Software as a Service,https://ieeexplore.ieee.org/document/5190713
Service Pattern Evaluation: Studying Profitability from Perspective of Resource,https://ieeexplore.ieee.org/document/8029227
From Web Services to Virtual Services - The Architecture and Patterns for 3D Services,https://ieeexplore.ieee.org/document/4278729
Pattern Oriented Service Development for Coarse-Grained Service Reuse,https://ieeexplore.ieee.org/document/4732946
Collaborative Business Informatization Service Pattern of Small and Medium-Sized Enterprise Cluster,https://ieeexplore.ieee.org/document/5591158/
Using Design Patterns to Improve Web Service Performance,https://ieeexplore.ieee.org/document/7207424
A study on the taxonomy of service antipatterns,http://sofa.uqam.ca/media/PPAP.pdf
Evolution pattern for Service Evolution in Clouds,https://ieeexplore.ieee.org/document/6470908
Two patterns for distributed systems: enterprise service bus (ESB) and distributed publish/subscribe,https://dl.acm.org/citation.cfm?id=2579146
Presence-pattern aware service selection and composition in a smart space,https://dl.acm.org/citation.cfm?id=2532452
A pattern language for service input data provisioning,http://delivery.acm.org/10.1145/1950000/1943245/a15-monsieur.pdf?ip=141.58.16.35&id=1943245&acc=ACTIVE%20SERVICE&key=2BA2C432AB83DA15%2EB24C68F3238D7605%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&__acm__=1544976121_81e7045ef78754f7e9cfc2a21b5d54c4
Flexible coordination of service interaction patterns,https://dl.acm.org/citation.cfm?id=1035175
An ontology pattern language for service modeling,http://delivery.acm.org/10.1145/2860000/2851840/p321-falbo.pdf?ip=141.58.16.35&id=2851840&acc=ACTIVE%20SERVICE&key=2BA2C432AB83DA15%2EB24C68F3238D7605%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&__acm__=1544976179_427a29991d77e788aea258ba90e50749
A flexible approach for service composition using service patterns,https://dl.acm.org/citation.cfm?id=2232102
Incorporating Security Features in Service-Oriented Architecture using Security Patterns,https://dl.acm.org/citation.cfm?id=2693229
Telecom service delivery design patterns,https://dl.acm.org/citation.cfm?id=1772082
Patterns for service-oriented information exchange requirements,https://dl.acm.org/citation.cfm?id=1415498
Interaction patterns based checkpointing of choreographed web services,https://dl.acm.org/citation.cfm?id=2593797
Service orchestration patterns: graduating from state of the practice to state of the art,https://dl.acm.org/citation.cfm?id=1094907
"RESTful web services: principles, patterns, emerging technologies",https://dl.acm.org/citation.cfm?id=1772929
SQL Server Integration Services Design Patterns,https://link.springer.com/book/10.1007/978-1-4842-0082-7
Web Services Patterns: Java™ Platform Edition,https://link.springer.com/book/10.1007/978-1-4302-0776-4
A Service Administration Design Pattern for Dynamically Configuring Communication Services in Autonomic Computing Systems,https://link.springer.com/chapter/10.1007/978-3-642-28487-8_6
An Adaptive Design Pattern for Invocation of Synchronous and Asynchronous Web Services in Autonomic Computing Systems,https://link.springer.com/chapter/10.1007/978-3-642-29426-6_17
An Adaptive Design Pattern for Genetic Algorithm-Based Composition of Web Services in Autonomic Computing Systems Using SOA,https://link.springer.com/chapter/10.1007/978-3-642-30767-6_9
A Design Pattern for Service Injection and Composition of Web Services for Unstructured Peer-to-Peer Computing Systems with SOA,https://link.springer.com/chapter/10.1007/978-3-642-30111-7_104
"Do Comprehensive, Coordinated, Recovery-Oriented Services Alter the Pattern of Use of Treatment Services? Mental Health Treatment Study Impacts on SSDI Beneficiaries’ Use of Inpatient, Emergency, and Crisis Services",https://link.springer.com/article/10.1007/s11414-013-9388-1
Modeling the Variability of Web Services from a Pattern Point of View,https://link.springer.com/chapter/10.1007/978-3-540-30209-4_10
Pattern Mining Approach for Social Network Services,https://link.springer.com/article/10.1007/s40009-016-0529-y
Acquisition pattern Analysis with Mokken scales: Applications in the financial services market,https://link.springer.com/article/10.1057/palgrave.dbm.3240237
Workflow Pattern Analysis in Web Services Orchestration: The BPEL4WS Example,https://link.springer.com/chapter/10.1007/11557654_48
On the Peculiar Distribution Pattern of Health Services or Clinical Chemistry in Primary Health Care,https://link.springer.com/chapter/10.1007/978-3-642-93201-4_22
A Model Profile for Pattern-Based Definition and Verification of Composite Cloud Services,https://link.springer.com/chapter/10.1007/978-3-319-59463-7_65
A Novel Autonomic Design Pattern for Invocation of Services,https://link.springer.com/chapter/10.1007/978-3-642-22540-6_53
PIP: An Injection Pattern for Inserting Privacy Patterns and Services in Software,https://link.springer.com/chapter/10.1007/978-3-319-31456-3_8
Pattern Based Composition of Web Services for Symbolic Computations,https://link.springer.com/chapter/10.1007/978-3-540-69384-0_18
